集計期間,計算対象,日付,内容,金額（円）,保有金融機関,大項目,中項目,メモ,振替,ID
2024-06-25_2024-07-24,1,2024/07/09,バス等 西武バス,-199,【け】モバイルSuica (My JR-EAST ID),交通費,バス,,0,qcvmI69mreb2gqqK2Rz6eb_9MNF-BwalZnh8o2AOg4g
2024-06-25_2024-07-24,1,2024/07/09,【まとめ買い】キュキュット Natural Days+除菌 無香性 本体240ml 詰替え用 700ml 販売: LiListore,-1270,Amazon.co.jp,日用品,日用品,,0,55jpdGwaRVGNqhLW9I_WVCDbUDJapKdAN3GB6fGxUwY
2024-06-25_2024-07-24,1,2024/07/09,イオングループ,-670,JCBカード,日用品,日用品,,0,1vDx2UzuaryX7J9515XaSC5Q5OhqOtzEsxhdwb81r3M
2024-06-25_2024-07-24,0,2024/07/09,Ａｍａｚｏｎ　Ｍａｒｋｅｔ　Ｐｌａｃｅ,-1270,JCBカード,日用品,日用品,,1,tompJq24naRpFIkxbSDpy-_f4ivjgqTHeWJ_JrSTCXo
2024-06-25_2024-07-24,1,2024/07/09,,-1090,なし,食費,外食,,0,pE_u7BD4u-mR1MOMfqgdqUnqiIRzeLjLPUvb1zhd4CU
2024-06-25_2024-07-24,1,2024/07/08,バス等 西武バス,-199,【け】モバイルSuica (My JR-EAST ID),交通費,バス,,0,gyJFICBHBGwbdOAX8iXDr8PA0leinEs5nfZzvsZn0uA
2024-06-25_2024-07-24,1,2024/07/08,物販,-98,【け】モバイルSuica (My JR-EAST ID),食費,コンビニ,,0,ZDsX3Vdli2fUU3bk9ZcY6X7Qa0Hi8Sdw7e-5sKqKViQ
2024-06-25_2024-07-24,1,2024/07/08,物販,-140,【け】モバイルSuica (My JR-EAST ID),食費,コンビニ,,0,--gbbPt-Co-SAUJPnFrb2Iet30l9DTrmYBnR6hAYdOc
2024-06-25_2024-07-24,1,2024/07/08,配送料・手数料,-249,Amazon.co.jp,日用品,日用品,,0,Z0TqIBpmwuPQ8i-0i91ApQAnXSa8VTSz8Z-BCNV-5u8
2024-06-25_2024-07-24,1,2024/07/08,"名入れ 鉛筆 トンボ鉛筆 ippo イッポ きれいに消える かきかたえんぴつ cdm-KB-KSK 選べる3柄 六角 2B 4B 6B ぐんぐんぐーん (4B, ラメ軸 ブルー KM01) 販売: 鉛筆名入れ無料のcdm",-1079,Amazon.co.jp,日用品,日用品,,0,wDYIa62NlfGAfm2ldq9uGdoiH4nrohOKwMM0bP2phtY
2024-06-25_2024-07-24,1,2024/07/08,ヤオコーららぽーと富士見店,-1399,JCBカード,食費,食費,,0,iHvS4JpQDZXc4kAWbPWTD5_LjTk1IPDlfStsYmMFmWA
2024-06-25_2024-07-24,1,2024/07/08,ユニクロ,-4070,JCBカード,衣服・美容,衣服,,0,wUJ0zcHRZuYFtL0UwcOmcIvbW3-fG64dk4lqVZoP6Io
2024-06-25_2024-07-24,1,2024/07/08,ららぽーと富士見,-1430,JCBカード,日用品,日用品,,0,u-J5_Afjd8JR_IF6YOB7SQq2DNPENwFW7Mrk4xdbADU
2024-06-25_2024-07-24,1,2024/07/08,ｈａｒｕオンラインショップ,-3256,JCBカード,日用品,日用品,,0,p3A-D_6t-CXaXqXiDkJsB43c5624uMOOootwyrN3WMI
2024-06-25_2024-07-24,0,2024/07/08,Ａｍａｚｏｎ　Ｍａｒｋｅｔ　Ｐｌａｃｅ,-1328,JCBカード,日用品,日用品,,1,-_MPU_A4zhc0rmcTXghU35DsJXNVuC_W6clUT9Mx_Bg
2024-06-25_2024-07-24,1,2024/07/08,イオングループ,-3400,JCBカード,日用品,日用品,,0,L8sc6nACiEX1a8LB9MNJJPgH0nJ2FRQcecK5DT-oQBA
2024-06-25_2024-07-24,1,2024/07/08,セブン-イレブン 支払,-200,【け】nanaco,食費,コンビニ,,0,WQWH1WDiCls6v9jYAs5MociZZhMyu0NcSGXQg-EQc6M
2024-06-25_2024-07-24,1,2024/07/08,昼食代立替払い,3000,なし,収入,一時所得,,0,1-MvFonX1kUYasJzbYoCZdx42Ghy3Ye4FPPZzdpEiCU
2024-06-25_2024-07-24,1,2024/07/07,[Amazonブランド] SOLIMO(ソリモ) 無添加泡の石けんボディソープ無香料大容量 詰替え用 1.45リットル (x 1) 販売: アマゾンジャパン合同会社,-1202,Amazon.co.jp,日用品,日用品,,0,11Le8ADnUHcqduPCGwJWltGQCuEmmHj-rErRq0BW908
2024-06-25_2024-07-24,1,2024/07/07,シミズ陶業(Shimizutougyou) フェイススヌーピーすくい易いボウル 2柄組 販売: アマゾンジャパン合同会社,-1958,Amazon.co.jp,日用品,日用品,,0,wPJYAIO9Cf_lXKyGI0uRQ3heE1-V209fXu86oEonyLQ
2024-06-25_2024-07-24,1,2024/07/07,ＥＮＥＯＳ－ＳＳ,-2751,JCBカード,自動車,ガソリン,,0,LoXtd-UsH4AtHrTfWKCdR-ZOhhEmxUdSRDjRN0o--bA
2024-06-25_2024-07-24,0,2024/07/07,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,-1202,JCBカード,住宅,住宅,,1,LE6IERwnigXogAf1iohh5Xj6GgQN8U8RP1lffxAbuu4
2024-06-25_2024-07-24,0,2024/07/07,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,-1958,JCBカード,住宅,住宅,,1,DO-RZhi2g-afLJ2HpEizP3LeaVfdGKL9oxTSX1_8BKM
2024-06-25_2024-07-24,1,2024/07/07,丸亀製麺　朝霞,-1850,JCBカード,食費,外食,,0,0aagZ_BQSmPBLDhIkSLKSQIOVLbU4cy2j-C7mmD8-JU
2024-06-25_2024-07-24,1,2024/07/06,Ｚ－ＭＡＬＬ,-2658,JCBカード,日用品,日用品,,0,aJ2dYsTNczVtStJsySEoJ0J-eLxuFxxeRxpCN_RTNKM
2024-06-25_2024-07-24,1,2024/07/06,Ｓｕｉｃａ〔携帯決済〕,-3000,JCBカード,交通費,電車,,0,rqPtmPbeKFC5N1xT55UlTojAFVzjd4BVSl6UfgWfMf8
2024-06-25_2024-07-24,1,2024/07/06,ココカラファイン,-138,JCBカード,日用品,ドラッグストア,,0,ff2L6tWdVN8-Wle6_2M3MdStQ0Mu3fVmcXZnrNSzJ_k
